81,53
-18,560
11,903
115,393
26,24
-67,685
5,737
-6,13
-93,647
-29,635
-64,51
-119,902
-66,95
-141,700
-80,311
-147,548
-105,367
-165,596
-127,223
-188,810
-154,16
-184,873
-179,253
-165,296
-210,893
-193,146
-185,271
-222,901
-219,452
-208,7
-206,418
-234,868
-240,722
-230,246
-227,8
-225,142
-229,450
-240,720
-247,868
-253,907
-255,893
-257,866
-258,857
-259,872
-260,898
-260,905
-257,843
-253,666
-247,373
-249,83
-251,29
-255,355
-262,816
-259,822
-250,267
-254,37
-259,642
-259,829
-250,106
-254,338
-259,891
-251,100
-255,508
-255,701
-252,50
-258,908
-249,29
-256,846
-247,89
-255,834
-245,46
-252,902
-246,19
-251,795
-249,373
-245,216
-252,903
-244,159
-242,286
-248,907
-241,377
-238,25
-239,569
-242,903
-238,508
-236,59
-233,83
-231,449
-234,788
-234,907
-230,834
-226,676
-224,521
-224,411
-224,356
-267,480
-315,779
-208,905
-84,669
-94,198
-198,24
-293,476
-296,907
-178,483
-258,8
-352,599
-302,804
-293,40
-379,552
-336,722
-353,22
-418,873
-351,171
-423,602
-370,421
-429,435
-398,482
-448,480
-415,331
-475,723
-441,56
-483,904
-469,150
-459,422
-506,841
-484,65
-477,399
-515,902
-504,328
-497,29
-502,558
-529,907
-529,596
-521,130
-519,20
-519,264
-527,600
-540,828
-549,905
-554,883
-556,823
-556,773
-556,758
-559,780
-561,833
-561,891
-560,902
-557,800
-550,546
-548,208
-551,8
-554,192
-561,678
-560,898
-549,448
-548,8
-553,455
-558,901
-547,258
-549,164
-558,899
-547,254
-550,306
-552,824
-545,7
-553,858
-543,142
-549,697
-542,251
-547,670
-540,184
-549,814
-541,23
-546,895
-538,164
-536,440
-542,809
-534,28
-534,526
-539,852
-532,155
-529,158
-531,791
-532,799
-527,256
-522,9
-521,284
-523,700
-525,903
-523,835
-519,628
-514,412
-510,254
-507,161
-504,119
-537,406
-618,711
-529,905
-401,736
-370,269
-477,8
-567,386
-602,891
-485,574
-541,9
-631,506
-608,858
-573,90
-655,450
-637,799
-636,6
-712,820
-641,262
